year,gender,lost_gen_min,lost_gen_max,babyboomers_min,babyboomers_max,age,population,lost_gen,babyboomers,generation
1999,F,17,28,48,54,97,20.8375,False,False,other
2000,F,18,29,49,55,97,23.177,False,False,other
2001,F,19,30,50,56,97,25.483,False,False,other
2002,F,20,31,51,57,97,27.9905,False,False,other
2003,F,21,32,52,58,97,30.6395,False,False,other
2004,F,22,33,53,59,97,35.35,False,False,other
2005,F,23,34,54,60,97,40.8495,False,False,other
2006,F,24,35,55,61,97,45.2915,False,False,other
2007,F,25,36,56,62,97,49.645,False,False,other
2008,F,26,37,57,63,97,53.7975,False,False,other
2009,F,27,38,58,64,97,58.534,False,False,other
2010,F,28,39,59,65,97,62.3775,False,False,other
2011,F,29,40,60,66,97,65.329,False,False,other
2012,F,30,41,61,67,97,67.6895,False,False,other
2013,F,31,42,62,68,97,70.432,False,False,other
2014,F,32,43,63,69,97,73.6125,False,False,other
2015,F,33,44,64,70,97,76.158,False,False,other
2016,F,34,45,65,71,97,80.0765,False,False,other
2017,F,35,46,66,72,97,88.819,False,False,other
2018,F,36,47,67,73,97,96.0925,False,False,other
2019,F,37,48,68,74,97,101.0435,False,False,other
2020,F,38,49,69,75,97,106.608,False,False,other
2021,F,39,50,70,76,97,109.6155,False,False,other
2022,F,40,51,71,77,97,113.166,False,False,other
2023,F,41,52,72,78,97,116.7755,False,False,other
2024,F,42,53,73,79,97,117.863,False,False,other
2025,F,43,54,74,80,97,118.1355,False,False,other
2026,F,44,55,75,81,97,119.6935,False,False,other
2027,F,45,56,76,82,97,122.335,False,False,other
2028,F,46,57,77,83,97,126.9465,False,False,other
2029,F,47,58,78,84,97,132.135,False,False,other
2030,F,48,59,79,85,97,136.4685,False,False,other
2031,F,49,60,80,86,97,140.337,False,False,other
2032,F,50,61,81,87,97,145.6985,False,False,other
2033,F,51,62,82,88,97,151.5565,False,False,other
2034,F,52,63,83,89,97,153.054,False,False,other
2035,F,53,64,84,90,97,149.72,False,False,other
2036,F,54,65,85,91,97,147.5255,False,False,other
2037,F,55,66,86,92,97,159.655,False,False,other
2038,F,56,67,87,93,97,180.306,False,False,other
2039,F,57,68,88,94,97,189.892,False,False,other
2040,F,58,69,89,95,97,190.3755,False,False,other
2041,F,59,70,90,96,97,186.8735,False,False,other
2042,F,60,71,91,97,97,170.1825,False,True,Babyboomers
2043,F,61,72,92,98,97,167.9385,False,True,Babyboomers
2044,F,62,73,93,99,97,215.571,False,True,Babyboomers
2045,F,63,74,94,100,97,260.067,False,True,Babyboomers
2046,F,64,75,95,101,97,266.903,False,True,Babyboomers
2047,F,65,76,96,102,97,249.738,False,True,Babyboomers
2048,F,66,77,97,103,97,226.8145,False,True,Babyboomers
2049,F,67,78,98,104,97,214.862,False,False,other
2050,F,68,79,99,105,97,204.956,False,False,other
2051,F,69,80,100,106,97,198.033,False,False,other
2052,F,70,81,100,107,97,197.4135,False,False,other
2053,F,71,82,100,108,97,196.5405,False,False,other
2054,F,72,83,100,109,97,191.223,False,False,other
2055,F,73,84,100,110,97,195.036,False,False,other
2056,F,74,85,100,111,97,202.2285,False,False,other
2057,F,75,86,100,112,97,203.9845,False,False,other
2058,F,76,87,100,113,97,207.1395,False,False,other
2059,F,77,88,100,114,97,212.985,False,False,other
2060,F,78,89,100,115,97,222.1465,False,False,other
2061,F,79,90,100,116,97,233.714,False,False,other
2062,F,80,91,100,117,97,244.6325,False,False,other
2063,F,81,92,100,118,97,225.7875,False,False,other
2064,F,82,93,100,119,97,240.6245,False,False,other
2065,F,83,94,100,120,97,276.802,False,False,other
2066,F,84,95,100,121,97,277.3685,False,False,other
2067,F,85,96,100,122,97,285.2755,False,False,other
2068,F,86,97,100,123,97,297.3045,True,False,Lost generation
2069,F,87,98,100,124,97,311.379,True,False,Lost generation
2070,F,88,99,100,125,97,326.2965,True,False,Lost generation
2071,F,89,100,100,126,97,331.641,True,False,Lost generation
2072,F,90,101,100,127,97,322.8595,True,False,Lost generation
2073,F,91,102,100,128,97,311.1595,True,False,Lost generation
2074,F,92,103,100,129,97,302.253,True,False,Lost generation
2075,F,93,104,100,130,97,296.1555,True,False,Lost generation
2076,F,94,105,100,131,97,290.1255,True,False,Lost generation
2077,F,95,106,100,132,97,283.626,True,False,Lost generation
2078,F,96,107,100,133,97,276.381,True,False,Lost generation
2079,F,97,108,100,134,97,272.555,True,False,Lost generation
2080,F,98,109,100,135,97,274.345,False,False,other
2081,F,99,110,100,136,97,275.8485,False,False,other
2082,F,100,111,100,137,97,274.8885,False,False,other
2083,F,100,112,100,138,97,270.2675,False,False,other
2084,F,100,113,100,139,97,269.1495,False,False,other
2085,F,100,114,100,140,97,271.872,False,False,other
2086,F,100,115,100,141,97,269.376,False,False,other
2087,F,100,116,100,142,97,265.235,False,False,other
2088,F,100,117,100,143,97,266.021,False,False,other
2089,F,100,118,100,144,97,268.432,False,False,other
2090,F,100,119,100,145,97,270.027,False,False,other
2091,F,100,120,100,146,97,277.9095,False,False,other
2092,F,100,121,100,147,97,283.122,False,False,other
2093,F,100,122,100,148,97,286.0195,False,False,other
2094,F,100,123,100,149,97,291.9875,False,False,other
2095,F,100,124,100,150,97,296.011,False,False,other
2096,F,100,125,100,151,97,298.493,False,False,other
2097,F,100,126,100,152,97,302.9215,False,False,other
2098,F,100,127,100,153,97,305.9935,False,False,other
2099,F,100,128,100,154,97,304.4195,False,False,other
2100,F,100,129,100,155,97,302.5875,False,False,other
1950,M,-32,-21,-1,5,98,0.046,False,False,other
1951,M,-31,-20,0,6,98,0.0495,False,False,other
1952,M,-30,-19,1,7,98,0.056,False,False,other
1953,M,-29,-18,2,8,98,0.06,False,False,other
1954,M,-28,-17,3,9,98,0.0645,False,False,other
1955,M,-27,-16,4,10,98,0.074,False,False,other
1956,M,-26,-15,5,11,98,0.0825,False,False,other
1957,M,-25,-14,6,12,98,0.0835,False,False,other
1958,M,-24,-13,7,13,98,0.0855,False,False,other
1959,M,-23,-12,8,14,98,0.0945,False,False,other
1960,M,-22,-11,9,15,98,0.1035,False,False,other
1961,M,-21,-10,10,16,98,0.1055,False,False,other
1962,M,-20,-9,11,17,98,0.105,False,False,other
1963,M,-19,-8,12,18,98,0.118,False,False,other
1964,M,-18,-7,13,19,98,0.133,False,False,other
1965,M,-17,-6,14,20,98,0.139,False,False,other
1966,M,-16,-5,15,21,98,0.147,False,False,other
1967,M,-15,-4,16,22,98,0.161,False,False,other
1968,M,-14,-3,17,23,98,0.175,False,False,other
1969,M,-13,-2,18,24,98,0.1775,False,False,other
1970,M,-12,-1,19,25,98,0.1785,False,False,other
1971,M,-11,0,20,26,98,0.1995,False,False,other
1972,M,-10,1,21,27,98,0.231,False,False,other
1973,M,-9,2,22,28,98,0.251,False,False,other
1974,M,-8,3,23,29,98,0.2545,False,False,other
1975,M,-7,4,24,30,98,0.268,False,False,other
1976,M,-6,5,25,31,98,0.289,False,False,other
1977,M,-5,6,26,32,98,0.317,False,False,other
1978,M,-4,7,27,33,98,0.361,False,False,other
1979,M,-3,8,28,34,98,0.393,False,False,other
1980,M,-2,9,29,35,98,0.4375,False,False,other
1981,M,-1,10,30,36,98,0.5,False,False,other
1982,M,0,11,31,37,98,0.567,False,False,other
1983,M,1,12,32,38,98,0.666,False,False,other
1984,M,2,13,33,39,98,0.736,False,False,other
1985,M,3,14,34,40,98,0.8245,False,False,other
1986,M,4,15,35,41,98,0.991,False,False,other
1987,M,5,16,36,42,98,1.149,False,False,other
1988,M,6,17,37,43,98,1.2855,False,False,other
1989,M,7,18,38,44,98,1.3845,False,False,other
1990,M,8,19,39,45,98,1.507,False,False,other
1991,M,9,20,40,46,98,1.6795,False,False,other
1992,M,10,21,41,47,98,1.863,False,False,other
1993,M,11,22,42,48,98,2.0305,False,False,other
1994,M,12,23,43,49,98,2.191,False,False,other
1995,M,13,24,44,50,98,2.38,False,False,other
1996,M,14,25,45,51,98,2.6615,False,False,other
1997,M,15,26,46,52,98,2.982,False,False,other
1998,M,16,27,47,53,98,3.2785,False,False,other
1999,M,17,28,48,54,98,3.602,False,False,other
2000,M,18,29,49,55,98,3.946,False,False,other
2001,M,19,30,50,56,98,4.333,False,False,other
2002,M,20,31,51,57,98,4.711,False,False,other
2003,M,21,32,52,58,98,5.1045,False,False,other
2004,M,22,33,53,59,98,5.534,False,False,other
2005,M,23,34,54,60,98,6.2125,False,False,other
2006,M,24,35,55,61,98,6.985,False,False,other
2007,M,25,36,56,62,98,7.687,False,False,other
2008,M,26,37,57,63,98,8.37,False,False,other
2009,M,27,38,58,64,98,8.9025,False,False,other
2010,M,28,39,59,65,98,9.469,False,False,other
2011,M,29,40,60,66,98,9.9855,False,False,other
2012,M,30,41,61,67,98,10.411,False,False,other
2013,M,31,42,62,68,98,10.734,False,False,other
2014,M,32,43,63,69,98,11.0925,False,False,other
2015,M,33,44,64,70,98,11.476,False,False,other
2016,M,34,45,65,71,98,11.749,False,False,other
2017,M,35,46,66,72,98,12.1125,False,False,other
2018,M,36,47,67,73,98,13.0745,False,False,other
2019,M,37,48,68,74,98,13.978,False,False,other
2020,M,38,49,69,75,98,14.881,False,False,other
2021,M,39,50,70,76,98,16.347,False,False,other
2022,M,40,51,71,77,98,18.1285,False,False,other
2023,M,41,52,72,78,98,20.224,False,False,other
2024,M,42,53,73,79,98,22.119,False,False,other
2025,M,43,54,74,80,98,23.091,False,False,other
2026,M,44,55,75,81,98,23.3055,False,False,other
2027,M,45,56,76,82,98,23.696,False,False,other
2028,M,46,57,77,83,98,24.4715,False,False,other
2029,M,47,58,78,84,98,25.5635,False,False,other
2030,M,48,59,79,85,98,26.683,False,False,other
2031,M,49,60,80,86,98,28.009,False,False,other
2032,M,50,61,81,87,98,29.529,False,False,other
2033,M,51,62,82,88,98,31.3755,False,False,other
2034,M,52,63,83,89,98,33.5325,False,False,other
2035,M,53,64,84,90,98,34.575,False,False,other
2036,M,54,65,85,91,98,34.2355,False,False,other
2037,M,55,66,86,92,98,34.127,False,False,other
2038,M,56,67,87,93,98,37.18,False,False,other
2039,M,57,68,88,94,98,42.0865,False,False,other
2040,M,58,69,89,95,98,44.4835,False,False,other
2041,M,59,70,90,96,98,44.835,False,False,other
2042,M,60,71,91,97,98,44.3685,False,False,other
2043,M,61,72,92,98,98,40.972,False,True,Babyboomers
2044,M,62,73,93,99,98,41.2835,False,True,Babyboomers
2045,M,63,74,94,100,98,53.8,False,True,Babyboomers
2046,M,64,75,95,101,98,65.1405,False,True,Babyboomers
2047,M,65,76,96,102,98,67.2285,False,True,Babyboomers
2048,M,66,77,97,103,98,63.5485,False,True,Babyboomers
2049,M,67,78,98,104,98,58.024,False,True,Babyboomers
2050,M,68,79,99,105,98,55.3385,False,False,other
2051,M,69,80,100,106,98,53.3735,False,False,other
2052,M,70,81,100,107,98,52.1185,False,False,other
2053,M,71,82,100,108,98,52.501,False,False,other
2054,M,72,83,100,109,98,52.763,False,False,other
2055,M,73,84,100,110,98,51.8275,False,False,other
2056,M,74,85,100,111,98,53.239,False,False,other
2057,M,75,86,100,112,98,55.6465,False,False,other
2058,M,76,87,100,113,98,56.609,False,False,other
2059,M,77,88,100,114,98,57.936,False,False,other
2060,M,78,89,100,115,98,60.0485,False,False,other
2061,M,79,90,100,116,98,63.186,False,False,other
2062,M,80,91,100,117,98,67.093,False,False,other
2063,M,81,92,100,118,98,70.669,False,False,other
2064,M,82,93,100,119,98,65.695,False,False,other
2065,M,83,94,100,120,98,70.408,False,False,other
2066,M,84,95,100,121,98,81.4255,False,False,other
2067,M,85,96,100,122,98,82.2335,False,False,other
2068,M,86,97,100,123,98,85.144,False,False,other
2069,M,87,98,100,124,98,89.5815,True,False,Lost generation
2070,M,88,99,100,125,98,94.7015,True,False,Lost generation
2071,M,89,100,100,126,98,100.0375,True,False,Lost generation
2072,M,90,101,100,127,98,102.4175,True,False,Lost generation
2073,M,91,102,100,128,98,100.3605,True,False,Lost generation
2074,M,92,103,100,129,98,97.5125,True,False,Lost generation
2075,M,93,104,100,130,98,95.5055,True,False,Lost generation
2076,M,94,105,100,131,98,94.174,True,False,Lost generation
2077,M,95,106,100,132,98,92.8665,True,False,Lost generation
2078,M,96,107,100,133,98,91.368,True,False,Lost generation
2079,M,97,108,100,134,98,89.497,True,False,Lost generation
2080,M,98,109,100,135,98,88.6795,True,False,Lost generation
2081,M,99,110,100,136,98,89.9935,False,False,other
2082,M,100,111,100,137,98,91.3605,False,False,other
2083,M,100,112,100,138,98,91.927,False,False,other
2084,M,100,113,100,139,98,91.239,False,False,other
2085,M,100,114,100,140,98,91.61,False,False,other
2086,M,100,115,100,141,98,93.135,False,False,other
2087,M,100,116,100,142,98,92.894,False,False,other
2088,M,100,117,100,143,98,92.2245,False,False,other
2089,M,100,118,100,144,98,93.516,False,False,other
2090,M,100,119,100,145,98,95.259,False,False,other
2091,M,100,120,100,146,98,96.208,False,False,other
2092,M,100,121,100,147,98,99.3855,False,False,other
2093,M,100,122,100,148,98,101.462,False,False,other
2094,M,100,123,100,149,98,102.8755,False,False,other
2095,M,100,124,100,150,98,105.642,False,False,other
2096,M,100,125,100,151,98,107.8165,False,False,other
2097,M,100,126,100,152,98,109.6065,False,False,other
2098,M,100,127,100,153,98,112.0505,False,False,other
2099,M,100,128,100,154,98,113.7615,False,False,other
2100,M,100,129,100,155,98,113.8355,False,False,other
1950,F,-32,-21,-1,5,98,0.193,False,False,other
1951,F,-31,-20,0,6,98,0.2085,False,False,other
1952,F,-30,-19,1,7,98,0.229,False,False,other
1953,F,-29,-18,2,8,98,0.249,False,False,other
1954,F,-28,-17,3,9,98,0.2665,False,False,other
1955,F,-27,-16,4,10,98,0.3015,False,False,other
1956,F,-26,-15,5,11,98,0.3395,False,False,other
1957,F,-25,-14,6,12,98,0.3505,False,False,other
1958,F,-24,-13,7,13,98,0.364,False,False,other
1959,F,-23,-12,8,14,98,0.3825,False,False,other
1960,F,-22,-11,9,15,98,0.397,False,False,other
1961,F,-21,-10,10,16,98,0.412,False,False,other
1962,F,-20,-9,11,17,98,0.4305,False,False,other
1963,F,-19,-8,12,18,98,0.4615,False,False,other
1964,F,-18,-7,13,19,98,0.4795,False,False,other
1965,F,-17,-6,14,20,98,0.498,False,False,other
1966,F,-16,-5,15,21,98,0.542,False,False,other
1967,F,-15,-4,16,22,98,0.5915,False,False,other
1968,F,-14,-3,17,23,98,0.6365,False,False,other
1969,F,-13,-2,18,24,98,0.6465,False,False,other
1970,F,-12,-1,19,25,98,0.6665,False,False,other
1971,F,-11,0,20,26,98,0.7665,False,False,other
1972,F,-10,1,21,27,98,0.8715,False,False,other
1973,F,-9,2,22,28,98,0.929,False,False,other
1974,F,-8,3,23,29,98,0.9485,False,False,other
1975,F,-7,4,24,30,98,0.9905,False,False,other
1976,F,-6,5,25,31,98,1.076,False,False,other
1977,F,-5,6,26,32,98,1.1985,False,False,other
1978,F,-4,7,27,33,98,1.3265,False,False,other
1979,F,-3,8,28,34,98,1.407,False,False,other
1980,F,-2,9,29,35,98,1.55,False,False,other
1981,F,-1,10,30,36,98,1.7475,False,False,other
1982,F,0,11,31,37,98,1.951,False,False,other
1983,F,1,12,32,38,98,2.234,False,False,other
1984,F,2,13,33,39,98,2.424,False,False,other
1985,F,3,14,34,40,98,2.668,False,False,other
1986,F,4,15,35,41,98,3.1445,False,False,other
1987,F,5,16,36,42,98,3.654,False,False,other
1988,F,6,17,37,43,98,4.106,False,False,other
1989,F,7,18,38,44,98,4.4105,False,False,other
1990,F,8,19,39,45,98,4.8245,False,False,other
1991,F,9,20,40,46,98,5.4045,False,False,other
1992,F,10,21,41,47,98,6.0925,False,False,other
1993,F,11,22,42,48,98,6.8285,False,False,other
1994,F,12,23,43,49,98,7.6575,False,False,other
1995,F,13,24,44,50,98,8.677,False,False,other
1996,F,14,25,45,51,98,9.8875,False,False,other
1997,F,15,26,46,52,98,11.1895,False,False,other
1998,F,16,27,47,53,98,12.6455,False,False,other
1999,F,17,28,48,54,98,14.401,False,False,other
2000,F,18,29,49,55,98,16.3565,False,False,other
2001,F,19,30,50,56,98,18.4135,False,False,other
2002,F,20,31,51,57,98,20.3255,False,False,other
2003,F,21,32,52,58,98,22.33,False,False,other
2004,F,22,33,53,59,98,24.4935,False,False,other
2005,F,23,34,54,60,98,28.177,False,False,other
2006,F,24,35,55,61,98,32.468,False,False,other
2007,F,25,36,56,62,98,36.0895,False,False,other
2008,F,26,37,57,63,98,39.509,False,False,other
2009,F,27,38,58,64,98,42.7935,False,False,other
2010,F,28,39,59,65,98,46.37,False,False,other
2011,F,29,40,60,66,98,49.112,False,False,other
2012,F,30,41,61,67,98,51.2855,False,False,other
2013,F,31,42,62,68,98,53.2535,False,False,other
2014,F,32,43,63,69,98,55.7745,False,False,other
2015,F,33,44,64,70,98,58.562,False,False,other
2016,F,34,45,65,71,98,60.722,False,False,other
2017,F,35,46,66,72,98,63.9035,False,False,other
2018,F,36,47,67,73,98,70.8135,False,False,other
2019,F,37,48,68,74,98,76.5515,False,False,other
2020,F,38,49,69,75,98,79.5225,False,False,other
2021,F,39,50,70,76,98,82.419,False,False,other
2022,F,40,51,71,77,98,84.4265,False,False,other
2023,F,41,52,72,78,98,87.4445,False,False,other
2024,F,42,53,73,79,98,90.389,False,False,other
2025,F,43,54,74,80,98,91.38,False,False,other
2026,F,44,55,75,81,98,91.749,False,False,other
2027,F,45,56,76,82,98,93.118,False,False,other
2028,F,46,57,77,83,98,95.335,False,False,other
2029,F,47,58,78,84,98,99.097,False,False,other
2030,F,48,59,79,85,98,103.3135,False,False,other
2031,F,49,60,80,86,98,106.881,False,False,other
2032,F,50,61,81,87,98,110.1025,False,False,other
2033,F,51,62,82,88,98,114.5,False,False,other
2034,F,52,63,83,89,98,119.2995,False,False,other
2035,F,53,64,84,90,98,120.6745,False,False,other
2036,F,54,65,85,91,98,118.23,False,False,other
2037,F,55,66,86,92,98,116.6895,False,False,other
2038,F,56,67,87,93,98,126.506,False,False,other
2039,F,57,68,88,94,98,143.096,False,False,other
2040,F,58,69,89,95,98,150.9415,False,False,other
2041,F,59,70,90,96,98,151.589,False,False,other
2042,F,60,71,91,97,98,149.0555,False,False,other
2043,F,61,72,92,98,98,135.9605,False,True,Babyboomers
2044,F,62,73,93,99,98,134.3945,False,True,Babyboomers
2045,F,63,74,94,100,98,172.811,False,True,Babyboomers
2046,F,64,75,95,101,98,208.78,False,True,Babyboomers
2047,F,65,76,96,102,98,214.5945,False,True,Babyboomers
2048,F,66,77,97,103,98,201.121,False,True,Babyboomers
2049,F,67,78,98,104,98,182.97,False,True,Babyboomers
2050,F,68,79,99,105,98,173.6155,False,False,other
2051,F,69,80,100,106,98,165.8835,False,False,other
2052,F,70,81,100,107,98,160.545,False,False,other
2053,F,71,82,100,108,98,160.306,False,False,other
2054,F,72,83,100,109,98,159.853,False,False,other
2055,F,73,84,100,110,98,155.7775,False,False,other
2056,F,74,85,100,111,98,159.1435,False,False,other
2057,F,75,86,100,112,98,165.27,False,False,other
2058,F,76,87,100,113,98,166.969,False,False,other
2059,F,77,88,100,114,98,169.839,False,False,other
2060,F,78,89,100,115,98,174.9265,False,False,other
2061,F,79,90,100,116,98,182.7335,False,False,other
2062,F,80,91,100,117,98,192.5445,False,False,other
2063,F,81,92,100,118,98,201.8705,False,False,other
2064,F,82,93,100,119,98,186.6075,False,False,other
2065,F,83,94,100,120,98,199.236,False,False,other
2066,F,84,95,100,121,98,229.528,False,False,other
2067,F,85,96,100,122,98,230.369,False,False,other
2068,F,86,97,100,123,98,237.342,False,False,other
2069,F,87,98,100,124,98,247.74,True,False,Lost generation
2070,F,88,99,100,125,98,259.8755,True,False,Lost generation
2071,F,89,100,100,126,98,272.78,True,False,Lost generation
2072,F,90,101,100,127,98,277.7005,True,False,Lost generation
2073,F,91,102,100,128,98,270.8185,True,False,Lost generation
2074,F,92,103,100,129,98,261.4315,True,False,Lost generation
2075,F,93,104,100,130,98,254.358,True,False,Lost generation
2076,F,94,105,100,131,98,249.628,True,False,Lost generation
2077,F,95,106,100,132,98,244.9315,True,False,Lost generation
2078,F,96,107,100,133,98,239.874,True,False,Lost generation
2079,F,97,108,100,134,98,234.136,True,False,Lost generation
2080,F,98,109,100,135,98,231.256,True,False,Lost generation
2081,F,99,110,100,136,98,233.1565,False,False,other
2082,F,100,111,100,137,98,234.838,False,False,other
2083,F,100,112,100,138,98,234.4195,False,False,other
2084,F,100,113,100,139,98,230.868,False,False,other
2085,F,100,114,100,140,98,230.28,False,False,other
2086,F,100,115,100,141,98,232.9955,False,False,other
2087,F,100,116,100,142,98,231.2575,False,False,other
2088,F,100,117,100,143,98,228.075,False,False,other
2089,F,100,118,100,144,98,229.122,False,False,other
2090,F,100,119,100,145,98,231.567,False,False,other
2091,F,100,120,100,146,98,233.311,False,False,other
2092,F,100,121,100,147,98,240.5475,False,False,other
2093,F,100,122,100,148,98,245.478,False,False,other
2094,F,100,123,100,149,98,248.3975,False,False,other
2095,F,100,124,100,150,98,254.008,False,False,other
2096,F,100,125,100,151,98,257.9635,False,False,other
2097,F,100,126,100,152,98,260.5555,False,False,other
2098,F,100,127,100,153,98,264.8585,False,False,other
2099,F,100,128,100,154,98,267.9735,False,False,other
2100,F,100,129,100,155,98,267.0445,False,False,other
1950,M,-32,-21,-1,5,99,0.024,False,False,other
1951,M,-31,-20,0,6,99,0.0255,False,False,other
1952,M,-30,-19,1,7,99,0.0285,False,False,other
1953,M,-29,-18,2,8,99,0.0315,False,False,other
1954,M,-28,-17,3,9,99,0.0335,False,False,other
1955,M,-27,-16,4,10,99,0.037,False,False,other
1956,M,-26,-15,5,11,99,0.043,False,False,other
1957,M,-25,-14,6,12,99,0.0465,False,False,other
1958,M,-24,-13,7,13,99,0.047,False,False,other
1959,M,-23,-12,8,14,99,0.05,False,False,other
1960,M,-22,-11,9,15,99,0.0545,False,False,other
1961,M,-21,-10,10,16,99,0.059,False,False,other
1962,M,-20,-9,11,17,99,0.06,False,False,other
1963,M,-19,-8,12,18,99,0.0615,False,False,other
1964,M,-18,-7,13,19,99,0.0715,False,False,other
1965,M,-17,-6,14,20,99,0.0785,False,False,other
1966,M,-16,-5,15,21,99,0.082,False,False,other
1967,M,-15,-4,16,22,99,0.089,False,False,other
1968,M,-14,-3,17,23,99,0.096,False,False,other
1969,M,-13,-2,18,24,99,0.104,False,False,other
1970,M,-12,-1,19,25,99,0.106,False,False,other
1971,M,-11,0,20,26,99,0.108,False,False,other
1972,M,-10,1,21,27,99,0.124,False,False,other
1973,M,-9,2,22,28,99,0.1405,False,False,other
1974,M,-8,3,23,29,99,0.1485,False,False,other
1975,M,-7,4,24,30,99,0.1515,False,False,other
1976,M,-6,5,25,31,99,0.1615,False,False,other
1977,M,-5,6,26,32,99,0.178,False,False,other
1978,M,-4,7,27,33,99,0.2,False,False,other
1979,M,-3,8,28,34,99,0.23,False,False,other
1980,M,-2,9,29,35,99,0.2465,False,False,other
1981,M,-1,10,30,36,99,0.2715,False,False,other
1982,M,0,11,31,37,99,0.3205,False,False,other
1983,M,1,12,32,38,99,0.3695,False,False,other
1984,M,2,13,33,39,99,0.436,False,False,other
1985,M,3,14,34,40,99,0.479,False,False,other
1986,M,4,15,35,41,99,0.537,False,False,other
1987,M,5,16,36,42,99,0.6595,False,False,other
1988,M,6,17,37,43,99,0.7625,False,False,other
1989,M,7,18,38,44,99,0.851,False,False,other
1990,M,8,19,39,45,99,0.909,False,False,other
1991,M,9,20,40,46,99,0.9885,False,False,other
1992,M,10,21,41,47,99,1.116,False,False,other
1993,M,11,22,42,48,99,1.2385,False,False,other
1994,M,12,23,43,49,99,1.3545,False,False,other
1995,M,13,24,44,50,99,1.4465,False,False,other
1996,M,14,25,45,51,99,1.5825,False,False,other
1997,M,15,26,46,52,99,1.801,False,False,other
1998,M,16,27,47,53,99,2.022,False,False,other
1999,M,17,28,48,54,99,2.2165,False,False,other
2000,M,18,29,49,55,99,2.456,False,False,other
2001,M,19,30,50,56,99,2.738,False,False,other
2002,M,20,31,51,57,99,3.0355,False,False,other
2003,M,21,32,52,58,99,3.2975,False,False,other
2004,M,22,33,53,59,99,3.5705,False,False,other
2005,M,23,34,54,60,99,3.8435,False,False,other
2006,M,24,35,55,61,99,4.3015,False,False,other
2007,M,25,36,56,62,99,4.878,False,False,other
2008,M,26,37,57,63,99,5.345,False,False,other
2009,M,27,38,58,64,99,5.814,False,False,other
2010,M,28,39,59,65,99,6.156,False,False,other
2011,M,29,40,60,66,99,6.481,False,False,other
2012,M,30,41,61,67,99,6.8225,False,False,other
2013,M,31,42,62,68,99,7.152,False,False,other
2014,M,32,43,63,69,99,7.4375,False,False,other
2015,M,33,44,64,70,99,7.6965,False,False,other
2016,M,34,45,65,71,99,7.959,False,False,other
2017,M,35,46,66,72,99,8.1325,False,False,other
2018,M,36,47,67,73,99,8.3795,False,False,other
2019,M,37,48,68,74,99,9.079,False,False,other
2020,M,38,49,69,75,99,9.755,False,False,other
2021,M,39,50,70,76,99,10.302,False,False,other
2022,M,40,51,71,77,99,11.223,False,False,other
2023,M,41,52,72,78,99,12.484,False,False,other
2024,M,42,53,73,79,99,13.952,False,False,other
2025,M,43,54,74,80,99,15.286,False,False,other
2026,M,44,55,75,81,99,15.9855,False,False,other
2027,M,45,56,76,82,99,16.1625,False,False,other
2028,M,46,57,77,83,99,16.4605,False,False,other
2029,M,47,58,78,84,99,17.029,False,False,other
2030,M,48,59,79,85,99,17.82,False,False,other
2031,M,49,60,80,86,99,18.633,False,False,other
2032,M,50,61,81,87,99,19.5935,False,False,other
2033,M,51,62,82,88,99,20.693,False,False,other
2034,M,52,63,83,89,99,22.025,False,False,other
2035,M,53,64,84,90,99,23.5775,False,False,other
2036,M,54,65,85,91,99,24.352,False,False,other
2037,M,55,66,86,92,99,24.154,False,False,other
2038,M,56,67,87,93,99,24.1165,False,False,other
2039,M,57,68,88,94,99,26.3205,False,False,other
2040,M,58,69,89,95,99,29.847,False,False,other
2041,M,59,70,90,96,99,31.599,False,False,other
2042,M,60,71,91,97,99,31.8995,False,False,other
2043,M,61,72,92,98,99,31.6175,False,False,other
2044,M,62,73,93,99,99,29.245,False,True,Babyboomers
2045,M,63,74,94,100,99,29.5205,False,True,Babyboomers
2046,M,64,75,95,101,99,38.5385,False,True,Babyboomers
2047,M,65,76,96,102,99,46.734,False,True,Babyboomers
2048,M,66,77,97,103,99,48.306,False,True,Babyboomers
2049,M,67,78,98,104,99,45.735,False,True,Babyboomers
2050,M,68,79,99,105,99,41.8295,False,True,Babyboomers
2051,M,69,80,100,106,99,39.9595,False,False,other
2052,M,70,81,100,107,99,38.6035,False,False,other
2053,M,71,82,100,108,99,37.758,False,False,other
2054,M,72,83,100,109,99,38.1015,False,False,other
2055,M,73,84,100,110,99,38.353,False,False,other
2056,M,74,85,100,111,99,37.73,False,False,other
2057,M,75,86,100,112,99,38.818,False,False,other
2058,M,76,87,100,113,99,40.6375,False,False,other
2059,M,77,88,100,114,99,41.4065,False,False,other
2060,M,78,89,100,115,99,42.445,False,False,other
2061,M,79,90,100,116,99,44.063,False,False,other
2062,M,80,91,100,117,99,46.439,False,False,other
2063,M,81,92,100,118,99,49.3925,False,False,other
2064,M,82,93,100,119,99,52.1065,False,False,other
2065,M,83,94,100,120,99,48.514,False,False,other
2066,M,84,95,100,121,99,52.0905,False,False,other
2067,M,85,96,100,122,99,60.323,False,False,other
2068,M,86,97,100,123,99,61.016,False,False,other
2069,M,87,98,100,124,99,63.279,False,False,other
2070,M,88,99,100,125,99,66.685,True,False,Lost generation
2071,M,89,100,100,126,99,70.61,True,False,Lost generation
2072,M,90,101,100,127,99,74.7085,True,False,Lost generation
2073,M,91,102,100,128,99,76.6065,True,False,Lost generation
